attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
94,2.7,77,89,12,3.0,8.4,5,No,Yes,46.9,D,Medium
52,3.9,97,99,11,5.3,2.6,4,Yes,Yes,82.76,B,Low
62,4.2,53,46,14,4.5,3.3,8,Yes,No,54.41,D,Medium
64,4.1,84,79,20,9.8,2.4,7,No,No,69.01,C,Low
74,9.1,67,66,34,8.1,9.1,10,Yes,Yes,82.73,B,Low
80,7.1,47,91,44,5.4,5.0,1,Yes,No,94.42,A,Low
69,6.1,96,58,44,3.6,6.6,6,Yes,No,72.97,C,Low
56,3.1,77,61,31,6.6,4.2,2,Yes,Yes,97.23,A,Low
88,8.2,83,40,46,4.5,6.3,4,Yes,Yes,83.76,B,Low
59,9.6,70,35,31,6.8,3.9,5,No,Yes,100.0,A,Low
87,8.2,44,64,20,8.8,3.4,8,Yes,No,83.58,B,Low
64,0.0,40,62,41,7.3,6.3,6,Yes,Yes,40.2,D,Medium
61,6.4,91,47,44,7.4,5.9,2,Yes,Yes,100.0,A,Low
52,0.5,35,66,40,6.8,2.9,5,No,Yes,37.77,F,High
98,2.6,92,42,17,9.5,1.5,5,No,No,71.04,C,Low
58,0.6,55,93,29,9.5,3.7,6,Yes,No,58.18,D,Medium
88,6.0,90,30,43,6.6,4.2,1,Yes,Yes,100.0,A,Low
75,6.9,54,92,13,5.1,6.3,8,Yes,Yes,55.92,D,Medium
51,1.1,88,63,27,6.2,9.1,3,Yes,No,49.57,D,Medium
100,3.8,59,39,13,4.3,0.4,5,Yes,Yes,66.26,C,Low
80,4.6,62,36,29,7.5,2.4,7,Yes,Yes,63.44,C,Low
58,3.7,39,85,18,6.5,1.9,3,No,No,68.75,C,Low
51,1.2,55,66,25,3.7,5.0,10,Yes,No,28.24,F,High
48,4.2,52,58,35,4.4,4.3,6,Yes,Yes,61.8,C,Low
46,7.5,81,41,47,6.4,7.3,5,Yes,Yes,75.79,B,Low
67,0.7,91,46,34,9.2,2.4,7,Yes,No,48.84,D,Medium
53,0.8,53,77,13,7.0,5.9,10,Yes,No,12.23,F,High
70,3.5,99,55,50,7.8,8.8,3,Yes,No,84.17,B,Low
91,9.4,37,41,50,5.4,9.1,2,Yes,No,76.58,B,Low
58,6.7,76,50,47,7.0,9.6,4,No,Yes,79.83,B,Low
97,6.8,55,71,28,6.1,7.7,3,No,No,81.89,B,Low
86,3.6,74,90,23,7.6,9.1,4,Yes,Yes,72.12,C,Low
55,5.9,59,87,30,3.4,2.3,7,Yes,No,72.21,C,Low
92,0.1,89,83,24,6.5,2.0,5,Yes,No,71.4,C,Low
44,6.4,86,63,12,5.1,0.1,4,Yes,Yes,90.03,A,Low
74,9.1,78,36,46,5.3,7.1,6,Yes,No,85.39,B,Low
51,6.1,90,64,25,9.7,9.4,7,No,Yes,66.71,C,Low
64,8.7,89,44,23,4.3,1.9,5,Yes,Yes,84.38,B,Low
91,7.2,100,94,18,5.2,6.4,7,No,Yes,69.54,C,Low
98,1.2,53,54,16,6.6,7.5,3,Yes,No,37.4,F,High
60,9.0,41,88,23,9.0,9.3,7,No,Yes,59.84,D,Medium
75,0.7,97,35,15,5.9,6.5,3,Yes,Yes,47.31,D,Medium
92,5.3,76,81,30,8.2,9.7,6,No,No,71.22,C,Low
62,1.4,76,50,24,9.0,3.4,8,Yes,Yes,31.37,F,High
55,0.1,93,100,17,5.2,3.5,6,No,No,46.09,D,Medium
96,4.2,54,61,43,5.7,5.4,10,Yes,Yes,67.4,C,Low
78,3.0,51,82,49,5.5,3.8,3,Yes,Yes,87.7,B,Low
84,4.9,61,88,10,8.8,0.0,5,Yes,Yes,74.25,C,Low
92,5.8,81,98,41,3.3,7.3,9,Yes,No,85.61,B,Low
81,0.4,36,91,14,5.2,7.5,8,Yes,Yes,15.13,F,High
97,1.2,97,33,39,7.8,7.5,6,Yes,Yes,59.6,D,Medium
78,5.6,96,47,31,7.0,3.5,9,Yes,No,69.67,C,Low
53,3.4,53,85,29,6.1,5.2,2,Yes,No,62.44,C,Low
70,7.3,51,53,25,6.8,3.6,9,Yes,Yes,76.18,B,Low
97,6.5,73,95,16,4.4,0.2,10,No,No,69.28,C,Low
44,8.5,73,42,16,6.0,5.6,10,No,No,50.06,D,Medium
74,6.9,70,91,11,6.5,1.2,6,Yes,Yes,89.28,B,Low
62,4.3,74,83,23,9.3,0.8,9,Yes,Yes,69.43,C,Low
68,6.7,79,44,40,4.8,7.6,4,No,Yes,71.46,C,Low
82,2.8,38,98,50,9.1,0.1,5,No,Yes,99.81,A,Low
50,3.1,59,32,23,7.5,9.6,2,Yes,No,45.08,D,Medium
57,7.9,64,66,14,3.1,5.2,3,No,Yes,57.34,D,Medium
86,4.5,63,66,20,8.1,9.8,1,Yes,Yes,59.3,D,Medium
51,8.0,85,32,49,3.2,0.6,4,No,Yes,100.0,A,Low
48,8.2,58,92,14,10.0,5.8,2,Yes,Yes,76.66,B,Low
49,8.6,48,64,38,9.1,3.5,2,Yes,Yes,93.87,A,Low
97,9.2,52,81,20,5.1,8.4,1,Yes,No,82.93,B,Low
83,4.3,76,57,14,4.8,3.6,10,Yes,Yes,51.56,D,Medium
56,3.2,91,47,41,5.7,2.6,2,Yes,Yes,97.42,A,Low
100,5.8,46,65,45,5.5,8.6,4,No,Yes,50.15,D,Medium
77,3.7,51,62,24,5.6,3.7,6,Yes,No,58.46,D,Medium
46,6.0,64,93,28,5.2,0.2,7,Yes,Yes,79.04,B,Low
85,7.1,57,55,31,7.3,3.9,7,Yes,No,84.09,B,Low
52,6.9,35,77,43,4.1,6.5,7,Yes,Yes,63.61,C,Low
79,3.7,66,69,26,8.9,2.5,4,No,No,68.3,C,Low
81,1.7,43,46,21,8.7,4.3,5,No,No,40.42,D,Medium
48,4.3,49,69,34,6.3,0.6,3,Yes,Yes,74.46,C,Low
89,1.4,62,36,26,9.0,5.9,1,Yes,No,53.87,D,Medium
66,8.9,58,86,19,4.7,7.6,8,Yes,Yes,64.36,C,Low
97,3.5,94,37,37,3.1,4.1,10,No,Yes,69.91,C,Low
41,1.5,69,85,27,7.3,4.2,7,Yes,Yes,51.07,D,Medium
44,0.3,61,60,27,6.2,0.9,9,Yes,No,35.35,F,High
68,6.5,54,88,41,7.0,2.0,10,Yes,Yes,77.9,B,Low
76,6.4,99,87,23,9.3,1.5,4,No,No,95.13,A,Low
77,3.4,83,41,25,9.8,4.8,5,Yes,Yes,83.79,B,Low
58,0.7,35,77,27,7.4,5.3,5,Yes,Yes,38.84,F,High
47,4.1,44,60,25,8.3,9.5,7,Yes,Yes,60.84,C,Low
87,3.1,81,92,26,3.6,0.7,9,Yes,No,70.52,C,Low
84,6.8,93,68,16,4.1,6.0,8,Yes,Yes,60.05,C,Low
40,6.1,96,49,21,8.1,5.3,7,Yes,Yes,64.62,C,Low
61,3.6,52,77,43,6.0,5.2,1,Yes,Yes,64.36,C,Low
91,2.2,80,100,19,6.1,8.7,10,No,Yes,42.1,D,Medium
56,9.9,66,83,14,5.2,2.1,6,Yes,Yes,94.76,A,Low
46,4.5,61,100,30,7.3,0.4,10,Yes,Yes,72.4,C,Low
64,6.9,52,58,12,4.3,6.7,9,No,Yes,46.22,D,Medium
84,1.4,73,77,28,7.4,3.5,7,No,Yes,61.58,C,Low
43,4.9,83,85,44,4.2,0.2,1,No,Yes,100.0,A,Low
75,0.3,78,46,15,3.4,2.5,9,No,No,19.56,F,High
45,5.1,88,38,23,5.3,3.1,3,Yes,Yes,80.71,B,Low
99,9.6,68,63,13,4.6,6.2,9,Yes,Yes,84.04,B,Low
70,3.8,70,74,27,9.2,1.7,4,Yes,No,99.77,A,Low
58,0.4,52,38,38,3.4,4.1,9,No,Yes,41.01,D,Medium
100,0.3,72,36,44,4.2,4.8,8,Yes,No,49.07,D,Medium
83,3.9,93,45,47,6.8,4.6,7,Yes,Yes,72.63,C,Low
93,1.6,43,48,25,6.4,9.7,4,Yes,No,28.67,F,High
78,0.2,85,35,29,3.3,0.5,9,No,No,39.21,F,High
66,7.6,69,40,33,3.1,9.5,4,No,No,71.58,C,Low
49,4.6,39,90,44,9.9,5.8,1,No,No,72.46,C,Low
65,2.9,48,71,28,7.6,8.0,6,Yes,Yes,50.59,D,Medium
58,9.0,64,42,13,5.6,4.3,4,Yes,Yes,81.28,B,Low
78,1.2,38,41,42,6.3,4.5,10,Yes,No,10.21,F,High
42,9.6,73,49,11,4.9,8.8,3,Yes,Yes,58.34,D,Medium
84,3.1,98,79,22,5.4,9.0,5,Yes,No,74.13,C,Low
52,8.9,59,65,39,7.5,2.4,3,Yes,Yes,100.0,A,Low
89,6.0,62,98,43,9.2,2.0,9,Yes,No,98.05,A,Low
67,8.3,100,66,39,4.3,5.0,6,No,Yes,82.28,B,Low
97,9.8,56,41,33,8.9,9.0,3,Yes,Yes,99.51,A,Low
59,2.9,65,69,42,3.9,3.2,5,No,No,54.76,D,Medium
67,9.6,57,83,50,4.5,6.5,8,Yes,Yes,89.38,B,Low
47,3.9,82,31,19,3.3,7.1,8,Yes,Yes,43.61,D,Medium
100,3.9,54,79,27,4.0,7.8,6,Yes,Yes,62.96,C,Low
80,3.4,72,70,28,9.4,5.6,5,Yes,No,71.55,C,Low
78,5.4,89,74,16,6.2,4.0,5,Yes,No,71.59,C,Low
40,1.5,35,38,28,3.5,9.7,1,Yes,No,12.62,F,High
42,5.5,41,91,33,9.7,6.1,2,No,Yes,74.56,C,Low
52,5.4,91,76,24,9.2,7.3,4,No,Yes,55.5,D,Medium
67,7.6,46,34,50,8.3,3.4,6,Yes,Yes,90.54,A,Low
96,8.3,39,30,32,9.5,6.7,7,No,Yes,57.67,D,Medium
99,4.4,84,73,13,4.5,2.6,1,Yes,Yes,82.52,B,Low
88,3.0,76,51,47,8.9,2.5,8,No,No,66.41,C,Low
64,2.6,46,67,13,7.8,7.1,1,Yes,Yes,56.98,D,Medium
95,1.9,52,48,14,9.1,5.2,9,No,Yes,28.28,F,High
72,0.6,100,60,50,8.6,6.8,4,No,Yes,74.15,C,Low
77,3.4,51,96,32,5.4,2.7,7,No,Yes,65.18,C,Low
92,2.7,96,71,49,8.4,6.0,6,Yes,Yes,86.13,B,Low
45,9.7,75,55,46,4.8,4.4,9,Yes,Yes,89.49,B,Low
97,5.6,68,42,20,5.3,6.0,2,Yes,Yes,62.08,C,Low
83,3.5,79,87,20,3.8,2.9,7,Yes,No,53.17,D,Medium
84,5.8,92,47,22,9.5,7.2,5,Yes,Yes,87.22,B,Low
71,1.4,85,96,23,5.0,8.1,7,No,No,29.18,F,High
84,4.4,68,32,17,6.6,2.6,1,Yes,Yes,91.43,A,Low
100,6.3,78,84,34,5.7,3.0,10,Yes,No,77.75,B,Low
86,4.9,49,87,27,9.7,6.6,9,Yes,Yes,55.55,D,Medium
60,4.0,84,92,27,5.3,7.0,1,Yes,Yes,85.64,B,Low
55,9.9,66,81,19,8.4,7.0,5,Yes,Yes,79.35,B,Low
93,8.8,37,53,16,9.0,6.8,8,Yes,Yes,65.66,C,Low
60,6.2,85,38,23,6.0,3.9,1,Yes,No,89.39,B,Low
50,5.7,82,66,24,5.6,3.9,7,No,No,66.36,C,Low
99,6.2,51,82,25,8.2,2.5,2,Yes,Yes,96.81,A,Low
76,2.0,41,53,11,9.4,1.6,7,No,Yes,47.74,D,Medium
75,4.0,47,50,39,8.3,6.9,7,No,Yes,53.77,D,Medium
74,0.4,100,69,39,4.6,0.9,9,Yes,No,70.54,C,Low
58,4.8,38,91,27,9.2,9.4,6,No,No,37.42,F,High
59,5.4,44,99,40,5.7,8.3,4,Yes,Yes,82.92,B,Low
96,2.3,51,98,22,7.0,8.6,7,Yes,Yes,47.95,D,Medium
57,9.6,86,43,29,8.8,9.1,7,Yes,Yes,79.12,B,Low
86,9.1,40,71,44,4.3,4.1,4,Yes,Yes,91.59,A,Low
80,7.2,43,79,32,8.5,8.5,2,No,Yes,81.05,B,Low
88,5.3,55,90,42,7.2,1.6,9,Yes,No,88.83,B,Low
53,8.7,58,33,47,9.3,0.2,8,Yes,No,82.46,B,Low
54,1.3,38,46,44,4.2,7.8,5,Yes,Yes,40.05,D,Medium
70,7.9,58,86,45,5.9,0.7,5,Yes,No,100.0,A,Low
40,1.2,93,77,29,8.8,9.9,1,No,Yes,61.94,C,Low
92,7.9,37,73,12,3.1,6.7,9,Yes,Yes,47.37,D,Medium
93,2.8,74,74,17,3.8,7.5,10,Yes,No,32.84,F,High
93,8.8,82,62,49,9.9,2.5,8,Yes,Yes,100.0,A,Low
42,9.4,88,60,41,5.0,6.7,5,Yes,Yes,95.22,A,Low
55,1.5,69,76,38,9.8,0.4,10,Yes,Yes,69.37,C,Low
62,4.6,90,35,16,4.3,8.4,6,Yes,No,53.75,D,Medium
96,9.8,74,100,11,5.5,1.7,10,Yes,Yes,76.7,B,Low
50,4.8,80,63,30,8.3,7.0,10,No,No,54.64,D,Medium
51,8.6,47,82,15,7.6,2.2,8,Yes,Yes,76.44,B,Low
49,5.9,61,43,37,7.1,0.7,6,No,Yes,63.31,C,Low
71,3.8,40,45,45,6.7,4.8,10,No,Yes,57.23,D,Medium
55,2.9,51,72,41,8.9,1.7,4,No,Yes,78.97,B,Low
47,2.0,70,41,18,4.6,7.3,3,Yes,No,43.99,D,Medium
77,7.6,36,99,20,6.1,2.4,7,No,No,64.77,C,Low
51,3.9,86,48,32,4.1,3.4,2,No,Yes,77.6,B,Low
63,5.1,100,70,20,7.2,5.7,7,No,Yes,60.05,C,Low
67,4.9,86,82,11,4.8,2.8,1,Yes,Yes,71.39,C,Low
92,5.8,77,58,12,5.3,3.8,10,Yes,No,54.25,D,Medium
47,8.7,56,99,20,6.3,8.2,5,No,Yes,73.3,C,Low
97,9.8,89,88,44,3.2,1.8,9,Yes,No,100.0,A,Low
67,4.1,94,93,24,3.6,0.8,1,Yes,Yes,95.76,A,Low
75,8.3,92,53,20,7.8,3.3,8,Yes,No,80.69,B,Low
65,7.6,46,45,40,6.0,4.2,9,No,No,68.06,C,Low
47,5.7,73,81,37,9.1,5.4,9,Yes,Yes,71.13,C,Low
97,9.6,47,35,37,7.9,3.7,8,No,No,71.35,C,Low
99,2.0,75,66,41,3.1,7.9,4,Yes,No,73.0,C,Low
89,1.1,91,33,34,7.3,0.4,7,Yes,No,64.28,C,Low
67,8.5,87,67,29,3.7,4.3,1,Yes,Yes,100.0,A,Low
67,4.4,46,70,37,8.5,3.8,7,Yes,Yes,80.28,B,Low
76,8.5,47,43,34,9.9,6.5,6,Yes,No,75.78,B,Low
80,8.9,91,100,20,6.7,9.7,5,Yes,No,84.31,B,Low
75,0.6,74,80,28,7.8,5.1,1,Yes,No,81.48,B,Low
66,8.8,79,94,37,4.7,9.9,8,Yes,Yes,67.64,C,Low
93,4.5,69,81,10,6.1,3.0,10,Yes,Yes,46.9,D,Medium
56,5.1,37,59,14,9.0,0.3,1,Yes,No,78.87,B,Low
48,6.3,39,86,19,4.2,1.7,1,Yes,Yes,74.98,C,Low
72,9.3,45,59,43,4.9,4.0,3,Yes,No,97.84,A,Low
92,0.2,90,71,45,6.1,3.2,8,Yes,Yes,69.5,C,Low
59,4.8,44,40,11,8.0,1.0,8,No,Yes,53.01,D,Medium
52,6.9,68,56,27,5.6,4.3,7,Yes,Yes,62.3,C,Low
67,7.2,65,53,22,9.5,3.4,5,Yes,No,82.3,B,Low
87,6.9,100,68,14,3.7,1.2,8,Yes,No,73.19,C,Low
68,1.3,75,47,29,5.6,3.0,2,Yes,No,68.36,C,Low
52,3.0,97,74,11,8.0,8.9,8,Yes,Yes,64.97,C,Low
85,3.6,66,41,20,4.6,3.0,2,Yes,Yes,61.11,C,Low
74,8.0,54,78,39,7.6,7.1,10,Yes,No,66.12,C,Low
100,2.8,91,60,41,4.1,6.1,5,Yes,Yes,73.48,C,Low
45,2.1,84,51,41,3.4,4.3,4,Yes,No,64.08,C,Low
57,9.6,59,73,47,3.8,2.4,1,Yes,No,88.32,B,Low
90,0.1,46,93,37,9.5,3.7,5,Yes,Yes,67.27,C,Low
44,10.0,73,54,19,6.9,5.9,7,Yes,No,69.05,C,Low
86,6.8,51,80,31,8.6,3.5,1,No,No,86.96,B,Low
64,8.3,79,36,26,5.3,2.1,2,Yes,No,91.36,A,Low
41,2.9,45,35,31,7.1,1.2,9,No,Yes,45.83,D,Medium
49,0.1,57,53,28,6.5,8.8,5,Yes,No,32.21,F,High
95,7.4,72,48,26,9.6,4.4,7,No,Yes,68.93,C,Low
69,8.3,36,38,33,8.2,6.3,2,Yes,Yes,77.3,B,Low
89,7.4,71,65,45,8.1,4.9,7,Yes,Yes,90.31,A,Low
98,1.4,83,69,41,3.3,8.7,7,Yes,Yes,59.52,D,Medium
84,7.5,86,53,45,6.8,5.5,7,Yes,Yes,83.22,B,Low
44,7.7,67,77,37,6.3,4.8,5,No,Yes,82.6,B,Low
94,6.6,56,92,23,9.5,9.2,9,Yes,No,73.12,C,Low
95,7.7,39,98,45,4.8,7.2,2,Yes,Yes,72.26,C,Low
72,8.5,52,82,15,4.9,1.1,4,Yes,Yes,85.04,B,Low
93,6.1,72,83,18,5.9,1.8,2,Yes,Yes,76.82,B,Low
40,0.9,71,71,30,4.7,7.9,8,Yes,Yes,36.4,F,High
57,4.9,98,74,21,3.9,8.4,1,Yes,Yes,79.98,B,Low
71,0.8,44,43,39,9.0,5.5,9,Yes,Yes,38.21,F,High
86,4.1,76,58,40,6.9,5.5,5,Yes,No,81.21,B,Low
88,4.1,82,35,49,9.0,6.3,3,No,No,88.74,B,Low
50,0.7,78,36,13,8.8,4.4,4,No,Yes,45.11,D,Medium
60,3.5,50,66,40,5.0,6.8,1,Yes,Yes,65.08,C,Low
65,1.1,88,82,36,6.8,1.1,3,Yes,Yes,88.79,B,Low
64,8.1,69,47,34,3.6,9.6,8,Yes,Yes,73.35,C,Low
61,9.5,62,67,14,9.4,7.5,2,Yes,Yes,73.25,C,Low
98,0.7,36,88,15,5.8,6.3,2,No,No,48.72,D,Medium
66,9.6,47,30,14,5.8,3.2,9,Yes,Yes,50.69,D,Medium
88,5.2,75,97,36,5.1,1.6,5,Yes,No,78.51,B,Low
52,3.0,93,73,17,6.2,4.1,5,Yes,Yes,55.18,D,Medium
72,0.8,87,76,18,4.8,6.6,1,No,Yes,54.98,D,Medium
73,5.0,79,64,24,5.6,6.3,6,No,No,66.6,C,Low
80,7.9,54,89,45,8.6,3.8,8,No,Yes,72.91,C,Low
74,7.1,58,81,50,8.8,6.1,6,Yes,Yes,99.97,A,Low
40,0.5,95,37,16,5.1,8.1,7,Yes,Yes,28.18,F,High
60,0.7,92,70,41,6.3,0.3,4,No,Yes,68.88,C,Low
87,4.0,61,32,17,9.1,4.5,2,Yes,Yes,72.08,C,Low
94,3.0,60,98,24,3.4,7.6,1,Yes,Yes,63.9,C,Low
45,2.3,41,43,46,9.2,5.5,6,Yes,Yes,73.57,C,Low
67,2.8,76,55,28,4.5,6.5,9,Yes,No,45.84,D,Medium
56,8.0,81,99,48,7.7,5.2,10,Yes,Yes,93.3,A,Low
44,9.3,87,87,15,7.1,9.9,5,No,Yes,75.89,B,Low
70,4.1,93,69,28,6.9,0.5,2,Yes,Yes,100.0,A,Low
44,9.1,72,80,37,9.0,4.9,1,No,No,100.0,A,Low
77,3.2,87,34,26,3.7,0.9,3,No,No,73.07,C,Low
42,4.8,49,61,28,5.4,1.6,4,No,No,71.31,C,Low
92,2.3,60,30,40,6.8,3.8,7,Yes,Yes,69.83,C,Low
62,6.4,82,83,20,8.7,1.6,9,Yes,Yes,87.92,B,Low
76,9.8,53,40,24,4.5,9.6,8,No,No,45.5,D,Medium
92,6.0,43,82,19,8.6,9.5,9,Yes,Yes,61.21,C,Low
76,3.6,98,37,32,5.8,3.4,7,Yes,Yes,67.07,C,Low
49,6.5,88,54,12,4.3,6.4,10,Yes,Yes,51.31,D,Medium
49,1.2,85,69,12,8.3,5.3,8,Yes,Yes,40.84,D,Medium
58,8.9,73,61,27,3.6,8.2,8,Yes,No,66.89,C,Low
56,5.0,38,57,34,6.6,6.3,1,Yes,Yes,79.49,B,Low
60,4.5,37,32,29,3.4,0.0,9,Yes,Yes,47.25,D,Medium
53,5.9,98,91,38,5.5,7.6,2,Yes,No,76.91,B,Low
48,6.2,63,56,31,7.2,7.5,7,No,Yes,64.33,C,Low
85,0.7,45,74,24,6.9,5.1,10,Yes,Yes,45.13,D,Medium
40,6.8,92,54,48,5.8,9.0,10,Yes,No,76.12,B,Low
90,2.4,61,90,19,6.0,9.1,5,No,Yes,52.7,D,Medium
84,7.1,55,73,30,4.6,5.2,4,Yes,No,83.34,B,Low
52,8.2,73,75,38,6.2,6.1,1,No,Yes,87.11,B,Low
43,8.0,80,43,41,9.7,10.0,1,Yes,No,90.6,A,Low
40,5.5,100,37,19,9.0,3.0,3,No,No,89.47,B,Low
88,5.2,70,77,22,4.0,3.2,1,Yes,Yes,80.68,B,Low
79,1.4,99,43,32,3.2,1.8,8,Yes,Yes,51.51,D,Medium
71,7.8,97,94,32,9.5,9.0,3,Yes,Yes,100.0,A,Low
73,2.7,69,36,40,6.7,7.4,10,Yes,Yes,53.7,D,Medium
67,5.0,65,78,13,6.8,1.1,2,Yes,No,79.13,B,Low
70,2.8,62,84,12,8.5,9.8,6,No,Yes,52.82,D,Medium
47,1.3,35,42,30,5.2,7.3,4,Yes,Yes,27.82,F,High
78,6.3,59,85,11,6.4,8.5,4,No,No,41.43,D,Medium
65,0.5,77,85,13,9.8,0.5,2,Yes,Yes,85.53,B,Low
97,7.5,97,44,10,7.7,5.0,2,Yes,No,73.24,C,Low
73,3.2,85,86,24,4.1,7.0,6,No,Yes,58.04,D,Medium
93,0.0,36,87,42,3.9,5.4,5,No,Yes,59.41,D,Medium
93,5.1,98,64,15,4.4,6.7,9,Yes,Yes,60.63,C,Low
42,0.5,43,45,16,8.4,8.2,4,No,No,13.32,F,High
98,2.8,36,37,28,5.1,3.7,5,Yes,Yes,62.98,C,Low
89,7.1,68,74,10,3.1,8.5,1,Yes,Yes,71.22,C,Low
51,0.6,94,69,48,9.6,1.6,2,Yes,Yes,90.48,A,Low
40,8.4,95,83,28,4.2,2.7,3,No,No,100.0,A,Low
93,0.0,65,43,35,3.1,0.4,5,No,Yes,52.19,D,Medium
83,2.5,44,88,21,4.7,3.6,5,Yes,No,48.61,D,Medium
44,7.4,70,82,31,4.6,3.8,4,No,Yes,73.38,C,Low
69,3.2,83,56,22,6.0,8.1,10,No,Yes,46.93,D,Medium
69,1.0,83,76,37,9.4,6.5,3,Yes,Yes,76.42,B,Low
98,3.6,37,35,23,9.2,4.4,9,Yes,Yes,43.4,D,Medium
96,2.7,39,84,31,6.2,6.5,1,Yes,No,53.34,D,Medium
56,8.4,95,73,39,5.9,0.5,6,Yes,Yes,100.0,A,Low
87,3.1,60,47,29,6.9,1.8,7,No,No,51.82,D,Medium
86,7.9,39,45,36,4.7,6.3,10,Yes,Yes,44.55,D,Medium
62,8.9,49,41,47,3.4,6.4,4,Yes,No,77.8,B,Low
54,4.3,50,49,50,9.6,7.7,10,Yes,Yes,64.51,C,Low
76,9.1,35,74,43,4.3,4.0,3,No,No,90.61,A,Low
60,3.8,50,93,48,4.4,7.2,8,Yes,Yes,61.85,C,Low
53,9.6,71,88,50,6.3,6.8,9,Yes,No,83.67,B,Low
41,0.9,37,51,46,6.4,9.6,1,Yes,Yes,43.26,D,Medium
50,6.9,86,76,10,3.1,2.2,10,Yes,Yes,72.46,C,Low
90,4.9,81,58,24,4.0,5.5,9,No,Yes,38.53,F,High
78,3.9,47,74,41,5.6,6.0,7,Yes,No,51.11,D,Medium
77,6.3,89,38,17,7.8,10.0,1,Yes,Yes,70.68,C,Low
99,7.0,55,53,42,4.6,2.0,7,Yes,No,65.6,C,Low
73,0.0,100,44,27,6.0,5.2,5,Yes,Yes,53.71,D,Medium
77,1.7,88,65,38,6.9,3.5,10,No,No,44.33,D,Medium
89,7.1,61,42,41,9.2,5.3,7,Yes,No,81.9,B,Low
73,6.7,72,73,42,5.3,2.3,9,No,Yes,75.26,B,Low
57,9.7,92,100,14,3.9,0.5,8,Yes,Yes,90.75,A,Low
69,7.6,96,65,27,6.4,5.7,6,Yes,Yes,79.96,B,Low
54,9.5,80,90,19,8.2,3.4,2,No,Yes,100.0,A,Low
66,7.0,45,69,45,3.8,1.8,8,Yes,Yes,78.85,B,Low
90,3.0,42,56,42,6.0,3.2,4,Yes,No,75.07,B,Low
73,1.1,98,30,32,3.1,0.5,8,No,No,60.01,C,Low
91,7.8,55,63,49,3.2,9.5,7,No,Yes,65.6,C,Low
96,6.4,97,97,14,6.4,5.8,4,Yes,Yes,82.42,B,Low
77,0.5,98,50,43,5.1,8.1,8,Yes,Yes,48.8,D,Medium
72,3.6,54,62,33,8.9,4.2,2,Yes,Yes,98.74,A,Low
63,9.6,42,36,26,7.2,9.0,9,No,Yes,45.11,D,Medium
54,5.0,92,94,40,6.2,4.8,6,Yes,No,81.4,B,Low
99,4.3,80,32,16,5.9,5.7,7,No,No,47.87,D,Medium
69,4.6,65,80,26,6.5,4.9,10,Yes,Yes,62.72,C,Low
94,2.1,43,83,37,3.3,7.3,1,Yes,Yes,65.23,C,Low
81,3.7,49,88,47,9.2,5.7,3,Yes,Yes,99.69,A,Low
90,3.7,60,35,31,10.0,2.7,10,Yes,No,59.04,D,Medium
56,0.5,44,58,24,4.3,1.5,5,Yes,Yes,44.61,D,Medium
44,7.7,63,46,46,3.8,6.1,7,Yes,Yes,79.7,B,Low
68,4.2,70,89,24,4.0,4.9,1,No,No,61.36,C,Low
43,8.2,71,51,34,7.6,1.0,9,Yes,Yes,87.86,B,Low
49,8.5,57,53,30,7.6,4.0,5,Yes,Yes,78.98,B,Low
95,2.1,75,80,47,8.9,5.1,3,No,Yes,93.74,A,Low
56,6.6,62,79,11,8.3,8.3,7,No,No,57.9,D,Medium
49,4.7,82,40,36,6.1,0.8,10,Yes,Yes,67.11,C,Low
56,8.8,72,85,41,7.3,3.5,8,No,No,79.04,B,Low
99,2.2,65,100,30,7.8,8.2,10,Yes,No,34.45,F,High
59,6.8,48,71,13,6.6,6.5,10,Yes,No,44.9,D,Medium
63,6.1,63,68,28,6.3,2.9,3,No,Yes,61.79,C,Low
44,3.0,85,98,11,7.5,8.5,7,No,No,39.12,F,High
73,1.4,83,77,35,6.9,4.9,7,No,Yes,54.96,D,Medium
45,6.5,77,86,43,7.5,5.0,4,No,Yes,93.06,A,Low
92,7.4,39,50,23,7.3,9.8,10,Yes,Yes,46.24,D,Medium
41,3.2,76,49,24,8.0,9.5,9,Yes,No,29.17,F,High
52,6.4,41,44,29,7.5,3.6,1,Yes,No,80.44,B,Low
82,4.0,76,98,43,6.6,1.4,1,Yes,No,93.67,A,Low
82,7.1,70,80,45,7.8,3.3,5,Yes,No,100.0,A,Low
87,2.0,61,91,28,6.1,0.3,3,Yes,No,93.75,A,Low
50,8.9,92,66,18,4.7,0.2,10,No,No,80.97,B,Low
90,2.9,80,35,16,3.0,4.0,9,No,No,31.46,F,High
86,3.7,100,100,39,6.9,9.4,5,Yes,Yes,73.3,C,Low
96,0.6,59,55,22,7.1,8.7,7,Yes,Yes,43.58,D,Medium
62,1.1,61,37,36,9.8,5.1,1,No,Yes,51.66,D,Medium
94,5.2,35,33,44,5.5,5.7,2,Yes,Yes,73.45,C,Low
55,2.7,76,50,22,5.8,0.1,4,No,No,66.3,C,Low
70,8.4,86,60,24,4.4,2.2,9,Yes,No,68.83,C,Low
50,0.1,59,50,18,3.5,0.2,5,Yes,No,32.14,F,High
93,3.8,88,54,32,8.4,7.5,5,No,Yes,57.36,D,Medium
